movie_id,movie_title,title_year,language,country,color,genres,imdb_score,plot_keywords,director_name,num_voted_users,num_user_for_reviews,num_critic_for_reviews,content_rating,facenumber_in_poster,movie_imdb_link,,,,
,De-Lovely,2004,English,USA, Black and White,Biography|Drama|Music|Musical,6.6,cole porter|composer|love|party|tears,Irwin Winkler,9649,226,119,PG-13,7,http://www.imdb.com/title/tt0352277/?ref_=fn_tt_tt_1,,,,          
,Raise Your Voice,2004,English,USA,Color,Family|Music|Romance,5.9,music school|scholarship|small town|stage fright|three word title,Sean McNamara,22649,212,46,PG,0,http://www.imdb.com/title/tt0361696/?ref_=fn_tt_tt_1,,,,          
,District B13,2004,French,France,Color,Action|Crime|Thriller,7.2,bomb|gang|police|sister|undercover cop,Pierre Morel,55928,157,141,R,2,http://www.imdb.com/title/tt0414852/?ref_=fn_tt_tt_1,,,,          
,Downfall,2004,German,Germany,Color,Biography|Drama|History|War,8.3,bunker|hitler|nazi|no exit|war ruins,Oliver Hirschbiegel,248354,564,192,R,0,http://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1,,,,          
,The Sea Inside,2004,Spanish,Spain,Color,Biography|Drama|Romance,8.1,dignity|euthanasia|freedom|lawyer|sailor,Alejandro Amenábar,64556,140,157,PG-13,1,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,,,,          
,The Butterfly Effect,2004,English,USA,Color,Sci-Fi|Thriller,7.7,blackout|child pornography|memory|surprise ending|time travel,Eric Bress,357579,1100,185,R,0,http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,,,,          
,Tae Guk Gi: The Brotherhood of War,2004,Korean,South Korea,Color,Action|Drama|War,8.1,1950s|archeologist|korea|korean war|soldier,Je-kyu Kang,31943,224,86,R,2,http://www.imdb.com/title/tt0386064/?ref_=fn_tt_tt_1,,,,          
,Johnson Family Vacation,2004,English,USA,Color,Comedy,4.3,cross country|cross country trip|highway travel|on the road|road movie,Christopher Erskin,5928,49,45,PG-13,5,http://www.imdb.com/title/tt0359517/?ref_=fn_tt_tt_1,,,,          
,My Baby's Daddy,2004,English,USA,Color,Comedy,4.5,animal costume|break up|fatherhood|rapper|talking baby,Cheryl Dunye,3119,18,33,PG-13,5,http://www.imdb.com/title/tt0332712/?ref_=fn_tt_tt_1,,,,          
,The Alamo,2004,English,USA,Color,Drama|History|War|Western,6,army|dictator|general|texan|texas,John Lee Hancock,16832,267,106,PG-13,0,http://www.imdb.com/title/tt0318974/?ref_=fn_tt_tt_1,,,,          
,House of Flying Daggers,2004,Mandarin,China,Color,Action|Adventure|Drama|Romance,7.6,flying|flying dagger|government|police|secret,Yimou Zhang,92295,420,248,PG-13,3,http://www.imdb.com/title/tt0385004/?ref_=fn_tt_tt_1,,,,          
,2046,2004,Cantonese,Hong Kong, Black and White,Drama|Romance|Sci-Fi,7.5,number in title|train|woman slaps a man|woman slaps man|written by director,Kar-Wai Wong,41496,210,194,R,0,http://www.imdb.com/title/tt0212712/?ref_=fn_tt_tt_1,,,,          
,Kinsey,2004,English,USA, Black and White,Biography|Drama,7.1,professor|research|sex|sexuality|student,Bill Condon,42689,204,188,R,0,http://www.imdb.com/title/tt0362269/?ref_=fn_tt_tt_1,,,,          
,Vera Drake,2004,English,UK,Color,Crime|Drama,7.7,1950s|miscarriage|neighbor|pregnancy|tailor,Mike Leigh,20307,165,169,R,1,http://www.imdb.com/title/tt0383694/?ref_=fn_tt_tt_1,,,,          
,The Blue Butterfly,2004,English,Canada,Color,Adventure|Drama,6.3,butterfly|entomologist|morpho butterfly|rain|rain forest,Léa Pool,1337,28,17,PG,1,http://www.imdb.com/title/tt0313300/?ref_=fn_tt_tt_1,,,,          
,The Grudge,2004,English,USA,Color,Horror|Mystery|Thriller,5.9,american|curse|japan|nurse|rage,Takashi Shimizu,115050,911,203,PG-13,0,http://www.imdb.com/title/tt0391198/?ref_=fn_tt_tt_1,,,,          
,Sleepover,2004,English,USA,Color,Comedy|Romance,5.3,best friend|party|rival|scavenger hunt|sleepover,Joe Nussbaum,12706,75,52,PG,9,http://www.imdb.com/title/tt0368975/?ref_=fn_tt_tt_1,,,,          
,Teacher's Pet,2004,English,USA,Color,Animation|Comedy|Family|Fantasy|Musical,5.8,dog|florida|mad scientist|school|teacher,Timothy Björklund,1231,26,33,PG,0,http://www.imdb.com/title/tt0350194/?ref_=fn_tt_tt_1,,,,          
,Crash,2004,English,Germany,Color,Crime|Drama|Thriller,7.9,race relations|racism|racist|social problem|stereotype,Paul Haggis,361169,1624,287,R,0,http://www.imdb.com/title/tt0375679/?ref_=fn_tt_tt_1,,,,          
,Imaginary Heroes,2004,English,USA,Color,Comedy|Drama,7.3,cat|christmas song|lawn mowing|leave of absence|medication,Dan Harris,8708,56,73,R,2,http://www.imdb.com/title/tt0373024/?ref_=fn_tt_tt_1,,,,          
,Eulogy,2004,English,USA,Color,Comedy|Drama,6.7,dysfunctional family|family relationships|family reunion|funeral|twin,Michael Clancy,7690,68,27,R,6,http://www.imdb.com/title/tt0349416/?ref_=fn_tt_tt_1,,,,          
,Harold & Kumar Go to White Castle,2004,English,USA,Color,Adventure|Comedy,7.1,marijuana|police|road trip|stoner|white castle,Danny Leiner,155262,316,150,R,2,http://www.imdb.com/title/tt0366551/?ref_=fn_tt_tt_1,,,,          
,Breakin' All the Rules,2004,English,USA,Color,Comedy|Romance,5.5,female to male foot in crotch|lingerie slip|love|mistaken identity|writer,Daniel Taplitz,4247,26,39,PG-13,1,http://www.imdb.com/title/tt0349169/?ref_=fn_tt_tt_1,,,,          
,The I Inside,2004,English,UK,Color,Mystery|Sci-Fi|Thriller,6.1,2000s|hospital|man in a wheelchair|year 2000|year 2002,Roland Suso Richter,9296,57,33,R,2,http://www.imdb.com/title/tt0325596/?ref_=fn_tt_tt_1,,,,          
,Club Dread,2004,English,USA,Color,Comedy|Horror|Thriller,5.6,beach|island|party|resort|serial killer,Jay Chandrasekhar,23823,201,66,R,2,http://www.imdb.com/title/tt0331953/?ref_=fn_tt_tt_1,,,,          
,You Got Served,2004,English,USA,Color,Drama|Music,3.5,competition|dance contest|friend|money|street dancing,Chris Stokes,23671,247,58,PG-13,0,http://www.imdb.com/title/tt0365957/?ref_=fn_tt_tt_1,,,,          
,Dear Wendy,2004,English,Italy,Color,Comedy|Crime|Drama|Romance,6.6,gang|gun|loner|love|outcast,Thomas Vinterberg,9003,58,100,Unrated,0,http://www.imdb.com/title/tt0342272/?ref_=fn_tt_tt_1,,,,          
,The Work and the Glory,2004,English,USA,Color,Drama|Romance,6.9,1830s|baptism|intolerance|mormon church|sibling rivalry,Russell Holt,833,33,6,PG,1,http://www.imdb.com/title/tt0410454/?ref_=fn_tt_tt_1,,,,          
,Crash,2004,English,Germany,Color,Crime|Drama|Thriller,7.9,race relations|racism|racist|social problem|stereotype,Paul Haggis,361169,1624,287,R,0,http://www.imdb.com/title/tt0375679/?ref_=fn_tt_tt_1,,,,          
,Bride & Prejudice,2004,English,UK,Color,Comedy|Drama|Musical|Romance,6.2,bollywood|india|jane austen|london england|travel,Gurinder Chadha,17436,276,119,PG-13,1,http://www.imdb.com/title/tt0361411/?ref_=fn_tt_tt_1,,,,          
,Veer-Zaara,2004,Hindi,India,Color,Drama|Musical|Romance,7.9,fair|pakistan|prison|rescue|stranded,Yash Chopra,34449,119,29,,0,http://www.imdb.com/title/tt0420332/?ref_=fn_tt_tt_1,,,,          
,Layer Cake,2004,English,UK,Color,Crime|Drama|Thriller,7.4,cake|cocaine|drugs|pills|serbian,Matthew Vaughn,134070,263,149,R,1,http://www.imdb.com/title/tt0375912/?ref_=fn_tt_tt_1,,,,          
,A Home at the End of the World,2004,English,USA,Color,Drama|Romance,6.8,hand job|hugging|long hair|new york city|two men one woman,Michael Mayer,12049,135,84,R,2,http://www.imdb.com/title/tt0359423/?ref_=fn_tt_tt_1,,,,          
,Fahrenheit 9/11,2004,English,USA,Color,Documentary|Drama|War,7.5,anti war|interview|iraq|paranoia|war on terrorism,Michael Moore,113152,1416,288,R,0,http://www.imdb.com/title/tt0361596/?ref_=fn_tt_tt_1,,,,          
,Around the World in 80 Days,2004,English,USA,Color,Action|Adventure|Comedy,5.8,19th century|around the world|inventor|martial arts|train,Frank Coraci,68722,191,188,PG,0,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1,,,,          
,The Chorus,2004,French,France,Color,Drama|Music,7.9,boarding school|boy|choir|school|teacher,Christophe Barratier,44151,110,112,PG-13,0,http://www.imdb.com/title/tt0372824/?ref_=fn_tt_tt_1,,,,          
,Saint Ralph,2004,English,Canada,Color,Comedy|Drama|Sport,7.6,boston marathon|coma|marathon|miracles|running,Michael McGowan,4976,52,47,PG-13,1,http://www.imdb.com/title/tt0384488/?ref_=fn_tt_tt_1,,,,          
,Shaun of the Dead,2004,English,UK,Color,Comedy|Horror,8,british horror|pub|record collection|zombie|zombie apocalypse,Edgar Wright,395921,859,246,R,6,http://www.imdb.com/title/tt0365748/?ref_=fn_tt_tt_1,,,,          
,Saved!,2004,English,USA,Color,Comedy|Drama,6.9,christian|jewish|pastor|school|virginity,Brian Dannelly,40274,324,121,PG-13,5,http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1,,,,          
,The Machinist,2004,English,Spain,Color,Drama|Thriller,7.7,alienation|conscience|insomnia|paranoia|urban gothic,Brad Anderson,281649,458,204,R,0,http://www.imdb.com/title/tt0361862/?ref_=fn_tt_tt_1,,,,          
,Decoys,2004,English,Canada,Color,Comedy|Horror|Sci-Fi,4.6,breasts|campus|college|tentacle|virginity,Matthew Hastings,4041,66,35,R,0,http://www.imdb.com/title/tt0357585/?ref_=fn_tt_tt_1,,,,          
,Fascination,2004,English,Germany,Color,Mystery|Romance|Thriller,3.3,death|love|marriage|secret|suspicion,Klaus Menzel,1207,44,13,R,0,http://www.imdb.com/title/tt0305632/?ref_=fn_tt_tt_1,,,,          
,Dear Frankie,2004,English,UK,Color,Drama|Romance,7.8,boy|dock|letter|seaside|stranger,Shona Auerbach,18940,182,96,PG-13,0,http://www.imdb.com/title/tt0377752/?ref_=fn_tt_tt_1,,,,          
,Night Watch,2004,Russian,Russia,Color,Fantasy|Thriller,6.5,battle|bridge|mother son relationship|supernatural power|vampire,Timur Bekmambetov,47097,310,232,R,0,http://www.imdb.com/title/tt0403358/?ref_=fn_tt_tt_1,,,,          
,What the #$*! Do We (K)now!?,2004,English,USA, Black and White,Comedy|Documentary|Drama|Fantasy|Mystery|Sci-Fi,5.4,consciousness|photographer|radical|science|scientist,William Arntz,12059,486,74,Unrated,0,http://www.imdb.com/title/tt0399877/?ref_=fn_tt_tt_1,,,,          
,D.E.B.S.,2004,English,USA,Color,Action|Comedy|Romance,5.3,1959 cadillac|diamonds|female villain|force field|voyeurism,Angela Robinson,12188,135,50,PG-13,3,http://www.imdb.com/title/tt0367631/?ref_=fn_tt_tt_1,,,,          
,Maria Full of Grace,2004,Spanish,Colombia,Color,Crime|Drama,7.5,colombia|colombian|drug mule|money|stomach,Joshua Marston,30474,172,155,R,0,http://www.imdb.com/title/tt0390221/?ref_=fn_tt_tt_1,,,,          
,Woman Thou Art Loosed,2004,English,USA,Color,Drama,6.9,abuse|bishop|death|flashback|poverty,Michael Schultz,806,23,17,R,0,http://www.imdb.com/title/tt0399901/?ref_=fn_tt_tt_1,,,,          
,Brave New Girl,2004,English,USA,Color,Drama|Family|Music,5,based on a book|based on a novel|made for tv movie|music school|support,Bobby Roth,758,27,1,PG-13,2,http://www.imdb.com/title/tt0403118/?ref_=fn_tt_tt_1,,,,          
,Summer Storm,2004,German,Germany,Color,Comedy|Drama|Romance|Sport,7.4,friend|friendship|rowing|storm|summer camp,Marco Kreuzpaintner,11074,56,40,R,0,http://www.imdb.com/title/tt0420206/?ref_=fn_tt_tt_1,,,,          
,Riding Giants,2004,English,USA,Color,Documentary|History|Sport,7.9,beach|surfing|surfing contest|two word title|wave,Stacy Peralta,3849,37,74,PG-13,1,http://www.imdb.com/title/tt0389326/?ref_=fn_tt_tt_1,,,,          
,Garden State,2004,English,USA,Color,Comedy|Drama|Romance,7.6,actor|doctor|drugs|home|pain,Zach Braff,187595,978,205,R,3,http://www.imdb.com/title/tt0333766/?ref_=fn_tt_tt_1,,,,          
,Saving Face,2004,English,USA,Color,Comedy|Drama|Romance,7.6,chinese|chinese american|lesbian love|mother daughter relationship|surgeon,Alice Wu,7776,84,54,R,0,http://www.imdb.com/title/tt0384504/?ref_=fn_tt_tt_1,,,,          
,Dodgeball: A True Underdog Story,2004,English,USA, Black and White,Comedy|Sport,6.7,dodgeball|gym|las vegas|pirate|ups,Rawson Marshall Thurber,185345,392,191,PG-13,0,http://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1,,,,          
,Before Sunset,2004,English,USA,Color,Drama|Romance,8,book|bookstore|love|simultaneity|train,Richard Linklater,168398,492,211,R,0,http://www.imdb.com/title/tt0381681/?ref_=fn_tt_tt_1,,,,          
,House of D,2004,English,USA,Color,Comedy|Drama,7,artist|butchery|catholic|catholic school|friend,David Duchovny,7479,86,46,PG-13,2,http://www.imdb.com/title/tt0372334/?ref_=fn_tt_tt_1,,,,          
,It's All Gone Pete Tong,2004,English,UK,Color,Biography|Comedy|Drama|Music,7.4,deafness|disappearance|ears|ibiza|musician,Michael Dowse,16828,67,58,R,1,http://www.imdb.com/title/tt0388139/?ref_=fn_tt_tt_1,,,,          
,Freeze Frame,2004,English,UK,Color,Crime|Drama|Thriller,6.4,alibi|box office flop|newspaper clipping|non statutory female on male rape|profiler,John Simpson,2588,41,24,R,1,http://www.imdb.com/title/tt0363095/?ref_=fn_tt_tt_1,,,,          
,My Summer of Love,2004,English,UK,Color,Drama|Romance,6.8,female frontal nudity|lesbian relationship|summer|voyeurism|yorkshire,Pawel Pawlikowski,16349,103,124,R,0,http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1,,,,          
,Yes,2004,English,UK,Color,Drama|Romance,6.9,beach|lebanese|loss|muslim|restaurant,Sally Potter,2725,48,76,R,0,http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1,,,,          
,Dawn of the Dead,2004,English,USA,Color,Action|Horror|Thriller,7.4,mall|mayhem|nurse|rear entry sex|survival horror,Zack Snyder,194426,1057,287,R,0,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,,,,          
,The Holy Girl,2004,Spanish,Argentina,Color,Drama,6.7,16 year old|doctor|hotel|tinnitus|title directed by female,Lucrecia Martel,2720,37,78,R,0,http://www.imdb.com/title/tt0300270/?ref_=fn_tt_tt_1,,,,          
,Incident at Loch Ness,2004,English,UK,Color,Adventure|Comedy|Horror,6.6,boat|director|loch ness|loch ness monster|monster,Zak Penn,3291,63,60,PG-13,0,http://www.imdb.com/title/tt0374639/?ref_=fn_tt_tt_1,,,,          
,Saw,2004,English,USA,Color,Horror|Mystery|Thriller,7.7,chained|flashback|killer|serial killer|surprise ending,James Wan,299127,1509,287,R,0,http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,,,,          
,Dead Man's Shoes,2004,English,UK, Black and White,Crime|Drama|Thriller,7.7,anger|army veteran|independent film|revenge|sex scene,Shane Meadows,39929,207,99,,0,http://www.imdb.com/title/tt0419677/?ref_=fn_tt_tt_1,,,,          
,Guiana 1838,2004,English,USA,Color,Drama,7.4,bare chested male|discipline|imperialism|whipping|white slavery,Rohit Jagessar,56,2,,Unrated,0,http://www.imdb.com/title/tt0428609/?ref_=fn_tt_tt_1,,,,          
,Proud,2004,English,USA,Color,Drama,5.8,,Mary Pat Kelly,275,22,2,PG,2,http://www.imdb.com/title/tt0393616/?ref_=fn_tt_tt_1,,,,          
,Live-In Maid,2004,Spanish,Argentina,Color,Drama,7.2,buenos aires argentina|economics|housekeeper|maid|servant,Jorge Gaggero,772,11,25,Unrated,0,http://www.imdb.com/title/tt0356453/?ref_=fn_tt_tt_1,,,,          
,Mean Creek,2004,English,USA,Color,Crime|Drama,7.3,boat|bully|dare|friend|river,Jacob Aaron Estes,26407,154,126,R,0,http://www.imdb.com/title/tt0377091/?ref_=fn_tt_tt_1,,,,          
,As It Is in Heaven,2004,Swedish,Sweden,Color,Comedy|Drama|Music|Romance,7.6,amazing grace the hymn|choir|heart attack|hometown|skidding truck,Kay Pollak,13543,94,34,,15,http://www.imdb.com/title/tt0382330/?ref_=fn_tt_tt_1,,,,          
,Napoleon Dynamite,2004,English,USA,Color,Comedy,6.9,class president|family relationships|friend|high school|jock,Jared Hess,161448,1473,220,PG,0,http://www.imdb.com/title/tt0374900/?ref_=fn_tt_tt_1,,,,          
,Show Me,2004,French,Canada,Color,Drama|Thriller,6,bathtub|implied incest|lesbian|squeegee|tied to a chair,Cassandra Nicolaou,369,5,10,R,0,http://www.imdb.com/title/tt0414510/?ref_=fn_tt_tt_1,,,,          
,Fighting Tommy Riley,2004,English,USA,Color,Drama|Sport,6.6,older man younger man relationship|punching bag|school teacher|undressing|unrequited love,Eddie O'Flaherty,720,23,13,R,0,http://www.imdb.com/title/tt0366444/?ref_=fn_tt_tt_1,,,,          
,November,2004,English,USA,Color,Drama|Mystery|Thriller,5.5,female protagonist|murder|photographer|robbery|shot to death,Greg Harrison,2787,64,43,R,1,http://www.imdb.com/title/tt0368089/?ref_=fn_tt_tt_1,,,,          
,On the Outs,2004,English,USA,Color,Drama,6.9,dominican|drug dealer|prison|single mother|teenage pregnancy,Lori Silverbush,603,15,26,R,3,http://www.imdb.com/title/tt0389235/?ref_=fn_tt_tt_1,,,,          
,Short Cut to Nirvana: Kumbh Mela,2004,English,USA,Color,Documentary,7.2,,Maurizio Benazzo,131,13,15,Unrated,0,http://www.imdb.com/title/tt0420723/?ref_=fn_tt_tt_1,,,,          
,The Case of the Grinning Cat,2004,French,France,Color,Documentary,7.4,,Chris Marker,352,4,16,,0,http://www.imdb.com/title/tt0437123/?ref_=fn_tt_tt_1,,,,          
,An American Girl Holiday,2004,English,USA,Color,Drama|Family,7.2,courtship|friend|girl|servant|sister,Nadia Tass,1338,32,6,,1,http://www.imdb.com/title/tt0412366/?ref_=fn_tt_tt_1,,,,          
,"Peace, Propaganda & the Promised Land",2004,English,USA,Color,Documentary,8.3,arab israeli conflict|israel|media|middle east|palestine,Sut Jhally,496,13,16,,3,http://www.imdb.com/title/tt0428959/?ref_=fn_tt_tt_1,,,,          
,Super Size Me,2004,English,USA,Color,Comedy|Documentary|Drama,7.3,experiment|fast food|food industry|meal|overeating,Morgan Spurlock,85028,404,193,PG,2,http://www.imdb.com/title/tt0390521/?ref_=fn_tt_tt_1,,,,          
,Clean,2004,French,France,Color,Drama|Music|Romance,6.9,jail|junkie|money|motel|singer,Olivier Assayas,3924,39,81,R,1,http://www.imdb.com/title/tt0388838/?ref_=fn_tt_tt_1,,,,          
,On the Downlow,2004,English,USA,Color,Drama,6.1,gang initiation|gunplay|hazing|latino|shakespeare's romeo and juliet,Tadeo Garcia,156,3,,,2,http://www.imdb.com/title/tt0390323/?ref_=fn_tt_tt_1,,,,          
,Primer,2004,English,USA,Color,Drama|Sci-Fi|Thriller,7,changing the future|independent film|invention|nonlinear timeline|time travel,Shane Carruth,72639,371,143,PG-13,0,http://www.imdb.com/title/tt0390384/?ref_=fn_tt_tt_1,,,,          
,My Date with Drew,2004,English,USA,Color,Documentary,6.6,actress name in title|crush|date|four word title|video camera,Jon Gunn,4285,84,43,PG,0,http://www.imdb.com/title/tt0378407/?ref_=fn_tt_tt_1,,,,          
,Twisted            ,2004,English,USA,Color,Drama|Mystery|Thriller,7.5,,,7945,22,4,,2,http://www.imdb.com/title/tt2355844/?ref_=fn_tt_tt_1,,,,          
,Friday Night Lights            ,2004,English,USA,Color,Drama|Sport,8.7,football|football coach|high school|small town|texas,,42746,257,51,TV-14,1,http://www.imdb.com/title/tt0758745/?ref_=fn_tt_tt_1,,,,          
,King Kong,2005,English,New Zealand,Color,Action|Adventure|Drama|Romance,7.2,animal name in title|ape abducts a woman|gorilla|island|king kong,Peter Jackson,316018,2618,446,PG-13,0,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,,,,          
,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,English,USA,Color,Adventure|Family|Fantasy,6.9,hide and seek|lion|magic|professor|snow,Andrew Adamson,286506,1463,284,PG,5,http://www.imdb.com/title/tt0363771/?ref_=fn_tt_tt_1,,,,          
,Harry Potter and the Goblet of Fire,2005,English,UK,Color,Adventure|Family|Fantasy|Mystery,7.6,fire|goblet|magic|tournament|wizard,Mike Newell,385670,1896,295,PG-13,1,http://www.imdb.com/title/tt0330373/?ref_=fn_tt_tt_1,,,,          
,Charlie and the Chocolate Factory,2005,English,USA,Color,Adventure|Comedy|Family|Fantasy,6.7,chocolate|diminution|miniaturization|physical flexability|ticket,Tim Burton,320284,1361,276,PG,3,http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1,,,,          
,Batman Begins,2005,English,USA,Color,Action|Adventure,8.3,armored car|gangster|gotham|mixed martial arts|social decay,Christopher Nolan,980946,2685,478,PG-13,0,http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1,,,,          
,Fun with Dick and Jane,2005,English,USA,Color,Comedy|Crime,6.1,animal abuse|ceo|heist|suburb|unemployment,Dean Parisot,110788,258,135,PG-13,1,http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1,,,,          
,Stealth,2005,English,USA,Color,Action|Adventure|Sci-Fi|Thriller,5,artificial intelligence|box office flop|fighter jet|navy|pilot,Rob Cohen,45455,388,145,PG-13,0,http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1,,,,          
,Sahara,2005,English,UK,Color,Action|Adventure|Comedy|Thriller,6,beach|civil war|desert|dictator|ship,Breck Eisner,77673,463,163,PG-13,3,http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1,,,,          
,War of the Worlds,2005,English,USA,Color,Adventure|Sci-Fi|Thriller,6.5,alien|fight|storm|survival|tripod,Steven Spielberg,334345,2741,401,PG-13,0,http://www.imdb.com/title/tt0407304/?ref_=fn_tt_tt_1,,,,          
,Star Wars: Episode III - Revenge of the Sith,2005,English,USA,Color,Action|Adventure|Fantasy|Sci-Fi,7.6,elongated cry of no|friends become enemies|kicked in the butt|robotic midwife|vision,George Lucas,520104,3286,359,PG-13,4,http://www.imdb.com/title/tt0121766/?ref_=fn_tt_tt_1,,,,          
,Mr. & Mrs. Smith,2005,English,USA,Color,Action|Comedy|Crime|Romance|Thriller,6.5,assassin|marriage|secret agent|suburb|target,Doug Liman,348861,798,233,PG-13,2,http://www.imdb.com/title/tt0356910/?ref_=fn_tt_tt_1,,,,          
,Kingdom of Heaven,2005,English,USA,Color,Action|Adventure|Drama|History|War,7.2,12th century|crusader|jerusalem|knight|medieval times,Ridley Scott,217373,942,239,R,1,http://www.imdb.com/title/tt0320661/?ref_=fn_tt_tt_1,,,,          
,The Island,2005,English,USA,Color,Action|Adventure|Romance|Sci-Fi|Thriller,6.9,clone|environment|escape|island|lottery,Michael Bay,263329,899,257,PG-13,1,http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1,,,,          
,Son of the Mask,2005,English,USA,Color,Comedy|Family|Fantasy,2.2,baby|cartoon on tv|cartoonist|dog|mask,Lawrence Guterman,40751,239,78,PG,0,http://www.imdb.com/title/tt0362165/?ref_=fn_tt_tt_1,,,,          
,The Interpreter,2005,Aboriginal,UK,Color,Crime|Mystery|Thriller,6.4,african|assassination|dialect|interpreter|threat,Sydney Pollack,86152,411,227,PG-13,1,http://www.imdb.com/title/tt0373926/?ref_=fn_tt_tt_1,,,,          
,Cinderella Man,2005,English,USA,Color,Biography|Drama|Sport,8,boxer|boxing|dream|great depression|love,Ron Howard,148238,529,201,PG-13,0,http://www.imdb.com/title/tt0352248/?ref_=fn_tt_tt_1,,,,          
,Memoirs of a Geisha,2005,English,USA,Color,Drama|Romance,7.3,coming of age|geisha|japan|jealousy|love,Rob Marshall,119286,548,229,PG-13,1,http://www.imdb.com/title/tt0397535/?ref_=fn_tt_tt_1,,,,          
,The Longest Yard,2005,English,USA,Color,Comedy|Crime|Sport,6.4,coach|convict|football|prison|warden,Peter Segal,130070,316,134,PG-13,11,http://www.imdb.com/title/tt0398165/?ref_=fn_tt_tt_1,,,,          
,Robots,2005,English,USA,Color,Adventure|Animation|Comedy|Family|Sci-Fi,6.3,actor voicing multiple characters|box office hit|coffee|plate|robot,Chris Wedge,103022,269,163,PG,1,http://www.imdb.com/title/tt0358082/?ref_=fn_tt_tt_1,,,,          
,The Legend of Zorro,2005,Spanish,USA,Color,Action|Adventure|Western,5.9,california|fight|hero|mask|zorro,Martin Campbell,71574,244,137,PG,1,http://www.imdb.com/title/tt0386140/?ref_=fn_tt_tt_1,,,,          
,The Brothers Grimm,2005,English,USA,Color,Action|Adventure|Comedy|Fantasy|Thriller,5.9,creature|curse|exorcism|girl|village,Terry Gilliam,98472,492,233,PG-13,2,http://www.imdb.com/title/tt0355295/?ref_=fn_tt_tt_1,,,,          
,A Sound of Thunder,2005,English,UK,Color,Action|Adventure|Horror|Sci-Fi|Thriller,4.2,butterfly|hunter|time|time travel|wave,Peter Hyams,16474,301,113,PG-13,0,http://www.imdb.com/title/tt0318081/?ref_=fn_tt_tt_1,,,,          
,Madagascar,2005,English,USA,Color,Adventure|Animation|Comedy|Family,6.9,escape|jungle|lemur|madagascar|zoo,Eric Darnell,266636,385,181,PG,0,http://www.imdb.com/title/tt0351283/?ref_=fn_tt_tt_1,,,,          
,Be Cool,2005,English,USA,Color,Comedy|Crime|Music,5.7,concert|mobster|russian|sequel|widow,F. Gary Gray,59435,323,161,PG-13,4,http://www.imdb.com/title/tt0377471/?ref_=fn_tt_tt_1,,,,          
,Munich,2005,English,France,Color,Drama|History|Thriller,7.6,arab|black september|israel|jew|munich olympics,Steven Spielberg,176936,824,298,R,0,http://www.imdb.com/title/tt0408306/?ref_=fn_tt_tt_1,,,,          
,Hostage,2005,English,USA,Color,Action|Crime|Drama|Mystery|Thriller,6.6,california|hostage|hostage negotiator|organized crime|police,Florent-Emilio Siri,93790,288,152,R,0,http://www.imdb.com/title/tt0340163/?ref_=fn_tt_tt_1,,,,          
,Jarhead,2005,English,Germany,Color,Action|Drama|War,7.1,american abroad|gulf war|u.s. military|u.s. soldier|usmc,Sam Mendes,143525,657,262,R,0,http://www.imdb.com/title/tt0418763/?ref_=fn_tt_tt_1,,,,          
,Doom,2005,English,UK,Color,Action|Adventure|Horror|Sci-Fi,5.2,commando unit|extra chromosome|first person shooter|special forces|teleportation,Andrzej Bartkowiak,88146,814,237,R,0,http://www.imdb.com/title/tt0419706/?ref_=fn_tt_tt_1,,,,          
,Zathura: A Space Adventure,2005,English,USA,Color,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,6.1,2000s|coke|meeting future self|reference to spongebob squarepants|sony,Jon Favreau,67707,202,136,PG,0,http://www.imdb.com/title/tt0406375/?ref_=fn_tt_tt_1,,,,          
,Oliver Twist,2005,English,UK,Color,Crime|Drama,6.9,boy|character name in title|orphan|pickpocket|workhouse,Roman Polanski,25474,138,127,PG-13,0,http://www.imdb.com/title/tt0380599/?ref_=fn_tt_tt_1,,,,          
,Elektra,2005,English,Canada,Color,Action|Crime|Fantasy|Thriller,4.8,assassin|battle|heroine|martial arts|spin off,Rob Bowman,71202,380,196,PG-13,0,http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1,,,,          
,Chicken Little,2005,English,USA,Color,Adventure|Animation|Comedy|Family|Sci-Fi,5.8,alien invasion|chicken|fish|friend|panic,Mark Dindal,63912,251,161,G,0,http://www.imdb.com/title/tt0371606/?ref_=fn_tt_tt_1,,,,          
