movie_id,movie_title,title_year,country,color,genres,imdb_score,plot_keywords,num_voted_users,num_user_for_reviews,num_critic_for_reviews,content_rating,facenumber_in_poster,movie_imdb_link,non_relevant_posters(ratings),non_relevant_posters(genres),,
256,Moonraker,1979,UK,1,Action|Adventure|Sci-Fi|Thriller,6.3,astronaut|dog|official james bond series|space shuttle|space shuttle transported on a 747,69534,294,121,PG,2,http://www.imdb.com/title/tt0079574/?ref_=fn_tt_tt_1,,,,          
257,The Black Hole,1979,USA,1,Action|Sci-Fi,5.9,black hole|escape|palomino|robot|scientist,18481,230,90,PG,0,http://www.imdb.com/title/tt0078869/?ref_=fn_tt_tt_1,,,,          
258,Meteor,1979,USA,1,Action|Drama|Sci-Fi|Thriller,4.9,asteroid|meteor|nasa|nuclear weapon|satellite,5237,90,42,PG,7,http://www.imdb.com/title/tt0079550/?ref_=fn_tt_tt_1,,,,          
259,Prophecy,1979,USA,1,Horror|Sci-Fi,5.4,cabin|monster|monster movie|paper mill|pollution,3000,75,70,PG,1,http://www.imdb.com/title/tt0079758/?ref_=fn_tt_tt_1,,,,          
260,Alien,1979,UK,1,Horror|Sci-Fi,8.5,alien|creature|future|outer space|spaceship,563827,1110,392,R,0,http://www.imdb.com/title/tt0078748/?ref_=fn_tt_tt_1,,,,          
261,The Rose,1979,USA,1,Drama|Music|Romance,6.9,awol|demand|driver|drugs|roses,6142,52,32,R,0,http://www.imdb.com/title/tt0079826/?ref_=fn_tt_tt_1,,,,          
262,The Muppet Movie,1979,UK,1,Adventure|Comedy|Family|Musical,7.7,friend|frog leg|on the road|restaurant|the muppets,25498,92,63,G,0,http://www.imdb.com/title/tt0079588/?ref_=fn_tt_tt_1,,,,          
263,Escape from Alcatraz,1979,USA,1,Biography|Crime|Drama,7.6,alcatraz|escape|inmate|island|prison,87090,142,53,PG,0,http://www.imdb.com/title/tt0079116/?ref_=fn_tt_tt_1,,,,          
264,The Great Train Robbery,1979,UK,0,Adventure|Crime|Drama|Thriller,7,bank|gold|key|safe|train,11623,50,23,PG,2,http://www.imdb.com/title/tt0079240/?ref_=fn_tt_tt_1,,,,          
265,The Black Stallion,1979,USA,1,Adventure|Family|Sport,7.4,black horse|boy horse relationship|horse|rescued by a horse|training,8856,90,33,G,0,http://www.imdb.com/title/tt0078872/?ref_=fn_tt_tt_1,,,,          
266,Mad Max,1979,UK,1,Action|Adventure|Sci-Fi|Thriller,7,biker|motorcycle|motorcycle gang|post apocalypse|woman wearing only a man's shirt,152232,303,208,R,0,http://www.imdb.com/title/tt0079501/?ref_=fn_tt_tt_1,,,,          
267,Penitentiary,1979,USA,1,Crime|Drama|Sport,5.8,blaxploitation|boxing|convict|drifter|false accusation,509,10,23,R,2,http://www.imdb.com/title/tt0079709/?ref_=fn_tt_tt_1,,,,          
268,Superman II,1980,USA,1,Action|Adventure|Romance|Sci-Fi,6.8,alien invasion|based on comic book|flying superhero|phantom zone|revenge,76331,269,121,PG,4,http://www.imdb.com/title/tt0081573/?ref_=fn_tt_tt_1,,,,          
269,Heaven's Gate,1980,USA,1,Adventure|Drama|Western,6.8,1890s|hired gun|immigrant|johnson county war|sheriff,9830,189,102,R,0,http://www.imdb.com/title/tt0080855/?ref_=fn_tt_tt_1,,,,          
270,Raise the Titanic,1980,UK,1,Action|Adventure|Drama|Thriller,4.7,military|mineral|ocean|ship|titanic,2933,70,32,PG,0,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,,,,          
271,Flash Gordon,1980,UK,1,Action|Adventure|Sci-Fi,6.4,american football|cult film|emperor|flash gordon|mind reading,38017,247,100,PG,1,http://www.imdb.com/title/tt0080745/?ref_=fn_tt_tt_1,,,,          
272,Lion of the Desert,1980,UK,0,Biography|Drama|History|War,8.4,arab|general|libya|muslim|mussolini,9852,55,24,PG,0,http://www.imdb.com/title/tt0081059/?ref_=fn_tt_tt_1,,,,          
273,The Blues Brothers,1980,USA,1,Action|Comedy|Crime|Music,7.9,band|catholic|money|parolee|prison,142448,319,125,R,1,http://www.imdb.com/title/tt0080455/?ref_=fn_tt_tt_1,,,,          
274,Star Wars: Episode V - The Empire Strikes Back,1980,USA,1,Action|Adventure|Fantasy|Sci-Fi,8.8,duel|famous twist|rebel|rescue|snowy landscape,837759,900,223,PG,0,http://www.imdb.com/title/tt0080684/?ref_=fn_tt_tt_1,,,,          
275,Can't Stop the Music,1980,USA,1,Biography|Comedy|Musical,4.5,male frontal nudity|male full frontal nudity|male nudity|male rear nudity|new york city,2998,74,26,PG,0,http://www.imdb.com/title/tt0080492/?ref_=fn_tt_tt_1,,,,          
276,The Shining,1980,USA,1,Drama|Horror,8.4,breaking down a door|haunted hotel|identical twins|labyrinth|twin sisters,610333,1320,253,R,0,http://www.imdb.com/title/tt0081505/?ref_=fn_tt_tt_1,,,,          
277,The Fog,1980,USA,1,Fantasy|Horror,6.8,california|fog|leper|lighthouse|ship,46492,335,212,R,0,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,,,,          
278,Raging Bull,1980,USA,0,Biography|Drama|Sport,8.3,boxing|domestic violence|hot temper|jealousy|rage,235133,494,151,R,1,http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1,,,,          
279,Private Benjamin,1980,USA,1,Comedy|War,6.1,camera shot of feet|female stockinged feet|loss of husband|pantyhose|suntan pantyhose,18140,60,25,R,1,http://www.imdb.com/title/tt0081375/?ref_=fn_tt_tt_1,,,,          
280,Coal Miner's Daughter,1980,USA,1,Biography|Drama|Music|Musical,7.5,country music|kissing while having sex|poverty|singer|title based on song,12974,84,46,PG,0,http://www.imdb.com/title/tt0080549/?ref_=fn_tt_tt_1,,,,          
281,The Long Riders,1980,USA,1,Western,7.1,bank|breasts|famous score|last man standing|revenge,7322,78,52,R,0,http://www.imdb.com/title/tt0081071/?ref_=fn_tt_tt_1,,,,          
282,Dressed to Kill,1980,USA,1,Mystery|Romance|Thriller,7.1,apartment|elevator|murder|psychiatrist|sunglasses,23986,201,121,X,0,http://www.imdb.com/title/tt0080661/?ref_=fn_tt_tt_1,,,,          
283,Ordinary People,1980,USA,1,Drama,7.8,choir|death|friend|suicide|therapy,35130,283,62,R,3,http://www.imdb.com/title/tt0081283/?ref_=fn_tt_tt_1,,,,          
284,Caddyshack,1980,USA,1,Comedy|Sport,7.4,caddy|country club|golf course|gopher|nudity,81599,250,71,R,3,http://www.imdb.com/title/tt0080487/?ref_=fn_tt_tt_1,,,,          
285,Galaxina,1980,USA,1,Comedy|Sci-Fi,3.4,alien|android|fem bot|female android|stars,1955,44,24,R,0,http://www.imdb.com/title/tt0080771/?ref_=fn_tt_tt_1,,,,          
286,Somewhere in Time,1980,USA,1,Drama|Fantasy|Romance,7.3,hotel|love|love across time|time travel|time travel romance,21049,249,41,PG,2,http://www.imdb.com/title/tt0081534/?ref_=fn_tt_tt_1,,,,          
287,The Elephant Man,1980,USA,0,Biography|Drama,8.2,curiosity|exploitation|freak|hospital|physical deformity,161972,356,117,PG,1,http://www.imdb.com/title/tt0080678/?ref_=fn_tt_tt_1,,,,          
288,Out of the Blue,1980,UK,1,Drama,7.2,explosion|hitchhiking|punk|trauma|truck driver,1599,27,24,R,1,http://www.imdb.com/title/tt0081291/?ref_=fn_tt_tt_1,,,,          
289,The Blue Lagoon,1980,USA,1,Adventure|Drama|Romance,5.7,coming of age|island|poison|teenage boy|teenage girl,50125,140,36,R,0,http://www.imdb.com/title/tt0080453/?ref_=fn_tt_tt_1,,,,          
290,Airplane!,1980,USA,1,Comedy,7.8,air traffic controller|airplane|airport|pilot|spoof,160281,427,134,PG,0,http://www.imdb.com/title/tt0080339/?ref_=fn_tt_tt_1,,,,          
291,The Fog,1980,USA,1,Fantasy|Horror,6.8,california|fog|leper|lighthouse|ship,46493,335,212,R,0,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,,,,          
292,Inchon,1981,UK,1,Drama|History|War,2.7,1950s|douglas macarthur|general|inchon|invasion,491,16,10,PG,1,http://www.imdb.com/title/tt0084132/?ref_=fn_tt_tt_1,,,,          
293,Reds,1981,USA,1,Biography|Drama|History|Romance,7.5,cold war|cold war era|interview|russia|written and directed by cast member,16255,127,57,PG,0,http://www.imdb.com/title/tt0082979/?ref_=fn_tt_tt_1,,,,          
294,For Your Eyes Only,1981,UK,1,Action|Adventure|Thriller,6.8,agent|british|ice skater|ship|spy,72085,263,112,PG,1,http://www.imdb.com/title/tt0082398/?ref_=fn_tt_tt_1,,,,          
295,Raiders of the Lost Ark,1981,USA,1,Action|Adventure,8.5,archeological dig|archeologist|ark of the covenant|egypt|nazi,661017,771,234,PG,1,http://www.imdb.com/title/tt0082971/?ref_=fn_tt_tt_1,,,,          
296,Under the Rainbow,1981,USA,1,Comedy,5.4,assassin|hotel|japanese tourist|secret service|wizard of oz,2061,34,13,PG,0,http://www.imdb.com/title/tt0083254/?ref_=fn_tt_tt_1,,,,          
297,The Legend of the Lone Ranger,1981,USA,1,Action|Adventure|Western,5,ambush|hero|masked hero|outlaw|texas ranger,1400,41,25,PG,0,http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1,,,,          
298,Blow Out,1981,USA,1,Mystery|Thriller,7.4,conspiracy|political conspiracy|recording|sound|truth,27629,149,120,R,0,http://www.imdb.com/title/tt0082085/?ref_=fn_tt_tt_1,,,,          
299,Dragonslayer,1981,USA,1,Action|Adventure|Fantasy,6.7,apprentice|dragon|king|kingdom|wizard,10832,102,60,PG,0,http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1,,,,          
300,Roar,1981,USA,1,Adventure|Horror|Thriller,6.4,chase|dead man|jungle|killing a lion|killing a tiger,1275,27,50,PG,0,http://www.imdb.com/title/tt0083001/?ref_=fn_tt_tt_1,,,,          
301,Quest for Fire,1981,UK,1,Adventure|Drama|History,7.4,fire|prehistoric times|primitive|tribe|trio,16281,96,62,R,0,http://www.imdb.com/title/tt0082484/?ref_=fn_tt_tt_1,,,,          
302,Time Bandits,1981,UK,1,Adventure|Comedy|Fantasy|Sci-Fi,7,cult director|dwarf|robin hood|satire|treasure,45890,177,139,PG,0,http://www.imdb.com/title/tt0081633/?ref_=fn_tt_tt_1,,,,          
303,The Postman Always Rings Twice,1981,USA,1,Crime|Drama|Romance|Thriller,6.6,adultery|drifter|lunch wagon|murder|neo noir,16764,48,34,R,0,http://www.imdb.com/title/tt0082934/?ref_=fn_tt_tt_1,,,,          
304,Das Boot,1981,UK,1,Adventure|Drama|Thriller|War,8.4,duty|submarine|submarine movie|tension|u boat,168203,426,96,R,0,http://www.imdb.com/title/tt0082096/?ref_=fn_tt_tt_1,,,,          
305,The Pursuit of D.B. Cooper,1981,USA,1,Adventure|Crime|Thriller,5.7,escape|jumping from an airplane|money|parachute|ransom,763,10,2,PG,0,http://www.imdb.com/title/tt0082958/?ref_=fn_tt_tt_1,,,,          
306,History of the World: Part I,1981,USA,1,Comedy,6.9,french revolution|old testament|part of an unfinished series|reference to john wayne|roman emperor,36559,131,48,R,0,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,,,,          
307,Stripes,1981,USA,1,Action|Comedy|War,6.9,army|boot camp|breasts|graduation|rescue,48629,134,52,R,1,http://www.imdb.com/title/tt0083131/?ref_=fn_tt_tt_1,,,,          
308,Heartbeeps,1981,USA,1,Comedy|Sci-Fi,4.2,escape|fish out of water|love|robot|servant,1040,31,19,PG,0,http://www.imdb.com/title/tt0082507/?ref_=fn_tt_tt_1,,,,          
309,Sphinx,1981,USA,1,Adventure|Mystery|Thriller,5.2,bat|curse|egyptologist|mummy|murder,892,21,2,PG,0,http://www.imdb.com/title/tt0083113/?ref_=fn_tt_tt_1,,,,          
310,Heavy Metal,1981,UK,1,Adventure|Animation|Fantasy|Horror|Sci-Fi,6.7,anthology|girl|heavy metal|secretary|segments,23516,147,62,R,0,http://www.imdb.com/title/tt0082509/?ref_=fn_tt_tt_1,,,,          
311,Modern Problems,1981,USA,1,Comedy|Fantasy|Sci-Fi,5,air traffic controller|nuclear waste|orgasm|telekinesis|voodoo,3904,48,14,PG,1,http://www.imdb.com/title/tt0082763/?ref_=fn_tt_tt_1,,,,          
312,The Four Seasons,1981,USA,1,Comedy|Drama,7.2,directed by star|friendship|reference to isaac newton|skinny dipping|written and directed by cast member,3157,33,6,PG,2,http://www.imdb.com/title/tt0082405/?ref_=fn_tt_tt_1,,,,          
313,Escape from New York,1981,UK,1,Action|Sci-Fi,7.2,1990s|police|prison|rescue|year 1997,91017,284,201,R,1,http://www.imdb.com/title/tt0082340/?ref_=fn_tt_tt_1,,,,          
314,Chariots of Fire,1981,UK,1,Biography|Drama|Sport,7.2,athlete|jew|missionary|olympic games|race,40511,213,90,PG,0,http://www.imdb.com/title/tt0082158/?ref_=fn_tt_tt_1,,,,          
315,Mommie Dearest,1981,USA,1,Biography|Drama,6.7,abusive mother|adopted daughter|borderline personality disorder|perfection|sadistic cruelty,10564,161,74,R,1,http://www.imdb.com/title/tt0082766/?ref_=fn_tt_tt_1,,,,          
316,Nighthawks,1981,USA,1,Action|Crime|Thriller,6.4,bomb|new york city|partner|shooting|terrorist,12519,107,36,R,2,http://www.imdb.com/title/tt0082817/?ref_=fn_tt_tt_1,,,,          
317,Porky's,1981,UK,1,Comedy,6.2,female full frontal nudity|revenge|school|sheriff|virginity,31260,152,75,R,0,http://www.imdb.com/title/tt0084522/?ref_=fn_tt_tt_1,,,,          
318,Mad Max 2: The Road Warrior,1981,UK,0,Action|Adventure|Sci-Fi|Thriller,7.6,australian|gasoline|post apocalypse|refinery|warrior,133966,294,177,R,0,http://www.imdb.com/title/tt0082694/?ref_=fn_tt_tt_1,,,,          
319,Friday the 13th Part 2,1981,USA,1,Horror|Mystery|Thriller,6.1,ice pick|jason voorhees|lake|pitchfork|shack,39690,394,242,R,0,http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1,,,,          
320,The Howling,1981,USA,1,Horror,6.6,1980s|forest|lycanthrope|shapeshifting|werewolf transformation,22773,195,161,R,0,http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1,,,,          
321,History of the World: Part I,1981,USA,1,Comedy,6.9,french revolution|old testament|part of an unfinished series|reference to john wayne|roman emperor,36559,131,48,R,0,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,,,,          
322,The Beyond,1981,Italy,0,Horror,6.9,doctor|hell|hotel|painter|plumber,14985,253,203,X,0,http://www.imdb.com/title/tt0082307/?ref_=fn_tt_tt_1,,,,          
323,The Evil Dead,1981,USA,1,Fantasy|Horror,7.6,cult director|cult film|evil dead|necronomicon|psychotronic film,141219,740,304,NC-17,0,http://www.imdb.com/title/tt0083907/?ref_=fn_tt_tt_1,,,,          
324,Graduation Day,1981,USA,1,Horror|Mystery,4.5,coach|mask|school principal|team|track,1905,58,78,R,0,http://www.imdb.com/title/tt0082467/?ref_=fn_tt_tt_1,,,,          
325,Arthur            ,1981,UK,1,Animation|Comedy|Family,7.4,based on children's book|best friend|character name in title|friend|one word title,8495,43,3,TV-Y,0,http://www.imdb.com/title/tt0169414/?ref_=fn_tt_tt_1,,,,          
326,Conan the Barbarian,1982,USA,1,Adventure|Fantasy,6.9,actual animal killed|cult|evil sorcerer|gladiator|warlord,113065,337,166,R,0,http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1,,,,          
327,Creepshow,1982,USA,1,Comedy|Fantasy|Horror,6.9,anthology|child abuse|critically acclaimed|death|grindhouse,29932,211,127,R,0,http://www.imdb.com/title/tt0083767/?ref_=fn_tt_tt_1,,,,          
328,First Blood,1982,USA,1,Action|Adventure|Drama,7.7,1980s|colonel|deputy|rambo|sheriff,172489,376,145,R,1,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,,,,          
329,The Thing,1982,USA,1,Horror|Mystery|Sci-Fi,8.2,alien creature|alien life form|antarctica|isolation|paranoia,258078,911,297,R,0,http://www.imdb.com/title/tt0084787/?ref_=fn_tt_tt_1,,,,          
330,Poltergeist,1982,USA,1,Fantasy|Horror,7.4,ghost|haunted|haunting|house|paranormal investigator,105446,321,223,PG,0,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,,,,          
331,Blade Runner,1982,USA,1,Sci-Fi|Thriller,8.2,artificial intelligence|human android relationship|megacorporation|police detective|tech noir,461609,1168,302,R,2,http://www.imdb.com/title/tt0083658/?ref_=fn_tt_tt_1,,,,          
332,Gandhi,1982,UK,0,Biography|Drama|History,8.1,british|india|indian|muslim|pakistan,171726,256,95,PG,0,http://www.imdb.com/title/tt0083987/?ref_=fn_tt_tt_1,,,,          
333,Firefox,1982,USA,1,Action|Adventure|Thriller,5.9,fighter plane|jet fighter|refueling|russia|soviet union,19832,98,43,PG,1,http://www.imdb.com/title/tt0083943/?ref_=fn_tt_tt_1,,,,          
334,The Best Little Whorehouse in Texas,1982,USA,1,Comedy|Musical,5.8,chicken|governor|locker room|sheriff|texas,7748,48,11,R,2,http://www.imdb.com/title/tt0083642/?ref_=fn_tt_tt_1,,,,          
335,Conan the Barbarian,1982,USA,1,Adventure|Fantasy,6.9,actual animal killed|cult|evil sorcerer|gladiator|warlord,113068,337,166,R,0,http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1,,,,          
336,Megaforce,1982,USA,1,Action|Sci-Fi,3.5,dictator|electronic music score|one word title|secret headquarters|soldier,2541,54,40,PG,2,http://www.imdb.com/title/tt0084316/?ref_=fn_tt_tt_1,,,,          
337,The Verdict,1982,USA,1,Drama,7.8,archdiocese|court|hospital|lawyer|malpractice,26310,154,79,R,0,http://www.imdb.com/title/tt0084855/?ref_=fn_tt_tt_1,,,,          
338,Tootsie,1982,USA,1,Comedy|Drama|Romance,7.4,actor|actress|friend|love|reputation,77366,194,94,PG,1,http://www.imdb.com/title/tt0084805/?ref_=fn_tt_tt_1,,,,          
339,First Blood,1982,USA,1,Action|Adventure|Drama,7.7,1980s|colonel|deputy|rambo|sheriff,172493,376,145,R,1,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,,,,          
340,Cat People,1982,USA,1,Fantasy|Horror|Thriller,6.1,cat|cat people|leopard|love|slip the undergarment,14193,106,130,R,1,http://www.imdb.com/title/tt0083722/?ref_=fn_tt_tt_1,,,,          
341,Star Trek II: The Wrath of Khan,1982,USA,1,Action|Adventure|Sci-Fi,7.7,jamming communications|planet|space station|taunt|trap,91414,359,148,PG,2,http://www.imdb.com/title/tt0084726/?ref_=fn_tt_tt_1,,,,          
342,Poltergeist,1982,USA,1,Fantasy|Horror,7.4,ghost|haunted|haunting|house|paranormal investigator,105448,321,223,PG,0,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,,,,          
343,E.T. the Extra-Terrestrial,1982,USA,1,Family|Sci-Fi,7.9,bicyclist|boy|doll|star wars reference|voice impersonation,281842,515,215,PG,0,http://www.imdb.com/title/tt0083866/?ref_=fn_tt_tt_1,,,,          
344,Creepshow,1982,USA,1,Comedy|Fantasy|Horror,6.9,anthology|child abuse|critically acclaimed|death|grindhouse,29935,211,127,R,0,http://www.imdb.com/title/tt0083767/?ref_=fn_tt_tt_1,,,,          
345,The Man from Snowy River,1982,UK,1,Adventure|Drama|Family|Romance|Western,7.3,australia|brumby|ranch|stallion|twin,5894,56,18,PG,0,http://www.imdb.com/title/tt0084296/?ref_=fn_tt_tt_1,,,,          
346,Diner,1982,USA,1,Comedy|Drama,7.2,baltimore colts|diner|marriage|salesman|wedding,14995,87,42,R,6,http://www.imdb.com/title/tt0083833/?ref_=fn_tt_tt_1,,,,          
347,The Beastmaster,1982,USA,1,Action|Adventure|Fantasy,6.2,breasts|critically acclaimed|female frontal nudity|psychotronic film|sword and sorcery,15345,87,44,PG,0,http://www.imdb.com/title/tt0083630/?ref_=fn_tt_tt_1,,,,          
348,Jekyll and Hyde... Together Again,1982,USA,1,Comedy|Music|Sci-Fi,6.2,breasts growing|coors light|drugs|hospital|spinning in grave,881,32,21,R,0,http://www.imdb.com/title/tt0084171/?ref_=fn_tt_tt_1,,,,          
349,Fast Times at Ridgemont High,1982,USA,1,Comedy|Drama,7.2,break up|california|high school|surfer|teacher,71217,228,118,X,1,http://www.imdb.com/title/tt0083929/?ref_=fn_tt_tt_1,,,,          
350,Class of 1984,1982,UK,1,Action|Crime|Drama|Thriller,6.6,back to school|city|high school|sadism|teacher,6549,75,101,R,4,http://www.imdb.com/title/tt0083739/?ref_=fn_tt_tt_1,,,,          
351,Halloween III: Season of the Witch,1982,USA,1,Horror|Mystery|Sci-Fi,4.6,doctor|factory|halloween|holiday horror|stonehenge,28589,532,162,R,0,http://www.imdb.com/title/tt0085636/?ref_=fn_tt_tt_1,,,,          
352,Friday the 13th Part III,1982,USA,1,Horror|Thriller,5.7,defecation|hockey mask|jason voorhees|lake|serial killer,31952,372,235,R,0,http://www.imdb.com/title/tt0083972/?ref_=fn_tt_tt_1,,,,          
353,The Ballad of Gregorio Cortez,1982,USA,1,Western,7.1,NULL,39,2,,NULL,0,http://www.imdb.com/title/tt3551840/?ref_=fn_tt_tt_1,,,,          
354,Butterfly,1982,USA,1,Crime|Drama,4.5,breasts|female frontal nudity|female rear nudity|incest|voyeur,870,18,15,R,0,http://www.imdb.com/title/tt0082122/?ref_=fn_tt_tt_1,,,,          
355,Cat People,1982,USA,1,Fantasy|Horror|Thriller,6.1,cat|cat people|leopard|love|slip the undergarment,14193,106,130,R,1,http://www.imdb.com/title/tt0083722/?ref_=fn_tt_tt_1,,,,          
356,The Border            ,1982,UK,1,Action|Crime|Drama|Thriller,7.4,NULL,271,2,1,NULL,4,http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,,,,          
357,Superman III,1983,UK,1,Action|Comedy|Sci-Fi,4.9,computer|high school|kryptonite|smallville|villain,49934,224,95,PG,1,http://www.imdb.com/title/tt0086393/?ref_=fn_tt_tt_1,,,,          
358,Never Say Never Again,1983,UK,1,Action|Adventure|Thriller,6.2,british|character says now that you're on the case i hope we're going to have some gratuitous sex and violence|cruise missile|missile|nuclear warhead,48636,214,89,PG,3,http://www.imdb.com/title/tt0086006/?ref_=fn_tt_tt_1,,,,          
359,Krull,1983,UK,1,Action|Adventure|Fantasy,6,cyclops|fortress|monster|planet|rescue,23351,178,57,PG,1,http://www.imdb.com/title/tt0085811/?ref_=fn_tt_tt_1,,,,          
360,Star Wars: Episode VI - Return of the Jedi,1983,USA,1,Action|Adventure|Fantasy|Sci-Fi,8.4,death star|emperor|empire|princess|rebel,681857,647,197,PG,0,http://www.imdb.com/title/tt0086190/?ref_=fn_tt_tt_1,,,,          
361,Octopussy,1983,UK,1,Action|Adventure|Thriller,6.6,agent|egg|faberge egg|general|russian,74374,225,106,PG,0,http://www.imdb.com/title/tt0086034/?ref_=fn_tt_tt_1,,,,          
362,The Right Stuff,1983,USA,1,Adventure|Drama|History,7.9,astronaut|sound barrier|space program|u.s. air force|u.s. space program,45271,170,80,PG,0,http://www.imdb.com/title/tt0086197/?ref_=fn_tt_tt_1,,,,          
363,Scarface,1983,USA,1,Crime|Drama,8.3,assassination attempt|capitalism|cocaine|cuban american|cuban refugee,537442,851,147,R,0,http://www.imdb.com/title/tt0086250/?ref_=fn_tt_tt_1,,,,          
364,National Lampoon's Vacation,1983,USA,1,Adventure|Comedy,7.4,amusement park|dog|family vacation|national lampoon series|vacation,71183,183,55,R,1,http://www.imdb.com/title/tt0085995/?ref_=fn_tt_tt_1,,,,          
365,WarGames,1983,USA,1,Sci-Fi|Thriller,7.1,computer|game|high school|norad|teenager,71842,152,84,PG,0,http://www.imdb.com/title/tt0086567/?ref_=fn_tt_tt_1,,,,          
366,Yentl,1983,UK,1,Drama|Musical|Romance,6.6,love|study|talmud|wedding|yeshiva,9503,68,16,PG,1,http://www.imdb.com/title/tt0086619/?ref_=fn_tt_tt_1,,,,          
367,Twilight Zone: The Movie,1983,USA,1,Fantasy|Horror|Sci-Fi,6.5,1940s|1960s|bar|kick the can|remake,25613,121,78,PG,0,http://www.imdb.com/title/tt0086491/?ref_=fn_tt_tt_1,,,,          
368,The Outsiders,1983,USA,1,Crime|Drama,7.2,dysfunctional family|gang|greaser|holding someone's head underwater|rivalry,57363,308,60,PG-13,0,http://www.imdb.com/title/tt0086066/?ref_=fn_tt_tt_1,,,,          
369,The Dead Zone,1983,USA,1,Horror|Sci-Fi|Thriller,7.2,car accident|coma|evil politician|psychic|vision,44804,182,112,R,0,http://www.imdb.com/title/tt0085407/?ref_=fn_tt_tt_1,,,,          
370,Trading Places,1983,USA,1,Comedy,7.5,interracial relationship|poverty|prostitute|scam|stock market,102895,159,71,R,2,http://www.imdb.com/title/tt0086465/?ref_=fn_tt_tt_1,,,,          
371,The Wicked Lady,1983,UK,1,Adventure|Drama,4,female nudity|highwayman|nell gwynne|nudity|whipping,802,15,17,R,0,http://www.imdb.com/title/tt0086582/?ref_=fn_tt_tt_1,,,,          
372,Flashdance,1983,USA,1,Drama|Music|Romance,6.1,ballet school|dance|dancer|overalls|steel worker,35172,128,51,R,0,http://www.imdb.com/title/tt0085549/?ref_=fn_tt_tt_1,,,,          
373,Losin' It,1983,UK,1,Comedy|Drama|Family,4.8,apostrophe in title|bare breasts|friendship between men|teen sex comedy|two word title,3114,16,7,R,0,http://www.imdb.com/title/tt0085868/?ref_=fn_tt_tt_1,,,,          
374,Videodrome,1983,UK,1,Horror|Mystery|Sci-Fi|Thriller,7.3,cyberpunk|hallucination|illegality|snuff film|surrealism,60522,228,179,R,0,http://www.imdb.com/title/tt0086541/?ref_=fn_tt_tt_1,,,,          
375,Lone Wolf McQuade,1983,USA,1,Action|Crime|Drama|Thriller|Western,6.3,drugs|martial arts|texas|texas ranger|weapon,7973,65,29,PG,0,http://www.imdb.com/title/tt0085862/?ref_=fn_tt_tt_1,,,,          
376,A Christmas Story,1983,USA,1,Comedy|Family,8.1,bb gun|boy|bully|christmas|tongue stuck on a pole,104908,458,109,PG,0,http://www.imdb.com/title/tt0085334/?ref_=fn_tt_tt_1,,,,          
377,Love Letters,1983,USA,1,Drama|Romance,6.1,1980s|affair|female protagonist|radio|woman wearing only a man's shirt,487,9,4,R,1,http://www.imdb.com/title/tt0085871/?ref_=fn_tt_tt_1,,,,          
378,Gabriela,1983,UK,1,Comedy|Drama|Romance,6.4,based on novel|brazil|female underarm hair|sex in a window|star appears nude,712,9,1,R,0,http://www.imdb.com/title/tt0085575/?ref_=fn_tt_tt_1,,,,          
379,The Dead Zone            ,1983,UK,1,Drama|Fantasy|Mystery|Sci-Fi,7.5,psychic|psychic power|psychometry|spin off|supernatural power,7122,77,18,TV-14,1,http://www.imdb.com/title/tt0281432/?ref_=fn_tt_tt_1,,,,          
380,Red Dawn,1984,USA,1,Action|Drama|War,6.4,guerrilla|high school|invasion|soviet|wolverine,41776,383,97,PG-13,0,http://www.imdb.com/title/tt0087985/?ref_=fn_tt_tt_1,,,,          
381,The Cotton Club,1984,USA,1,Crime|Drama|Music,6.5,brothers hugging|jazz|jealousy|nudity|parole violation,12771,84,36,R,1,http://www.imdb.com/title/tt0087089/?ref_=fn_tt_tt_1,,,,          
382,Dune,1984,USA,1,Action|Adventure|Sci-Fi,6.6,desert planet|dune|giant worm|space travel|spice,97087,569,144,PG-13,3,http://www.imdb.com/title/tt0087182/?ref_=fn_tt_tt_1,,,,          
383,The Karate Kid,1984,USA,1,Action|Drama|Family|Sport,7.2,apartment|bully|fight|karate|master,126907,235,81,PG,0,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1,,,,          
384,A Nightmare on Elm Street,1984,USA,1,Horror,7.5,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,149285,668,256,X,1,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,,,,          
